File_Name,Sentiment,Score
arxiv_lg_1310.4227.txt,positive,0.0062500000000000056
arxiv_lg_1605.07078.txt,positive,0.6538461538461539
arxiv_cl_1405.4097.txt,neutral,0.0
arxiv_lg_1310.7048.txt,positive,0.22756410256410262
arxiv_lg_1406.2541.txt,positive,1.0833333333333333
arxiv_cl_1611.09020.txt,positive,0.2877728174603174
arxiv_lg_1511.08099.txt,positive,1.2126984126984128
arxiv_ai_1401.0245.txt,negative,-0.591025641025641
arxiv_ai_1602.01059.txt,positive,0.99
arxiv_cl_1709.02755.txt,negative,-1.0
arxiv_ai_1708.09020.txt,positive,0.41086956521739126
arxiv_lg_1609.08934.txt,positive,0.6458333333333334
arxiv_lg_1502.05491.txt,positive,0.5
arxiv_cl_1705.02494.txt,positive,1.0
arxiv_lg_1704.07049.txt,positive,0.7464285714285713
arxiv_lg_1607.05002.txt,positive,0.9466666666666665
arxiv_lg_1506.03271.txt,negative,-0.1613636363636364
arxiv_ai_1609.01459.txt,positive,1.2825
arxiv_cl_1406.1143.txt,positive,1.28
arxiv_lg_1606.00253.txt,negative,-0.125
arxiv_lg_1512.05947.txt,negative,-0.14285714285714285
arxiv_ai_1503.00237.txt,negative,-0.96875
arxiv_lg_1606.06622.txt,positive,1.311111111111111
arxiv_lg_1703.07950.txt,negative,-0.3366666666666667
arxiv_ai_1702.02890.txt,negative,-0.4444444444444444
arxiv_ai_1412.5090.txt,positive,0.41790123456790124
arxiv_ai_1511.02619.txt,positive,0.008823529411764727
arxiv_ai_0911.1021.txt,positive,1.3515151515151516
arxiv_cl_1606.06086.txt,positive,1.1923076923076923
arxiv_lg_1510.02879.txt,positive,0.25357142857142856
arxiv_ai_1702.04577.txt,positive,0.45
arxiv_lg_1612.02295.txt,positive,1.0510416666666667
arxiv_cl_1511.08629.txt,positive,1.7777777777777777
arxiv_cl_1503.00064.txt,negative,-0.16979166666666673
arxiv_lg_1508.04924.txt,positive,0.26607142857142857
